,Fighter,W/L,Date,Method,Round,Time,Method Code,Total Fight Time (Sec),KD,Sig. Str. Landed,Sig. Str. Attempted,Sig. Str. %,Total Str. Landed,Total Str. Attempted,Total Str. %,TD Landed,TD Attempted,TD %,Sub. Attempted,Sub. Successful,Sub. %,Ctrl Time (Sec),Opp. KD,Opp. Sig. Str. Landed,Opp. Sig. Str. Attempted,Opp. Sig. Str. %,Opp. Total Str. Landed,Opp. Total Str. Attempted,Opp. Total Str. %,Opp. TD Landed,Opp. TD Attempted,Opp. TD %,Opp. Sub. Attempted,Opp. Sub. Successful,Opp. Sub. %,Opp. Ctrl Time (Sec),Opp. Fighter,Opp. Fighter Code,Target
871,Renan Barao,win,2014-12-20,SUB,3.0,3:53,5,1133,1.0,59.0,138.0,0.42,64.0,143.0,0.45,2.0,4.0,0.5,1.0,1.0,1.0,142.0,0.0,58.0,111.0,0.52,66.0,119.0,0.55,0.0,7.0,0.0,0.0,0.0,N/A,255.0,Mitch Gagnon,811,1
872,Renan Barao,loss,2014-05-24,KO/TKO,5.0,2:26,2,1646,0.0,64.0,273.0,0.23,68.0,277.0,0.25,0.0,0.0,N/A,0.0,0.0,N/A,0.0,2.0,140.0,309.0,0.45,169.0,344.0,0.49,0.0,3.0,0.0,2.0,0.0,0,218.0,TJ Dillashaw,1008,0
873,Renan Barao,win,2014-02-01,KO/TKO,1.0,3:42,2,222,1.0,17.0,46.0,0.36,37.0,70.0,0.53,0.0,0.0,N/A,0.0,0.0,N/A,14.0,0.0,8.0,31.0,0.25,9.0,32.0,0.28,0.0,2.0,0.0,0.0,0.0,N/A,0.0,Urijah Faber,1075,1
874,Renan Barao,win,2013-09-21,KO/TKO,2.0,0:35,2,635,1.0,28.0,45.0,0.62,29.0,46.0,0.63,0.0,1.0,0.0,0.0,0.0,N/A,5.0,0.0,11.0,53.0,0.2,11.0,53.0,0.21,0.0,0.0,N/A,0.0,0.0,N/A,19.0,Eddie Wineland,337,1
875,Renan Barao,win,2013-02-16,SUB,4.0,3:57,5,1437,0.0,36.0,112.0,0.32,43.0,121.0,0.36,4.0,10.0,0.4,1.0,1.0,1.0,238.0,0.0,26.0,92.0,0.28,29.0,95.0,0.31,0.0,1.0,0.0,0.0,0.0,N/A,0.0,Michael McDonald,784,1
876,Renan Barao,win,2012-07-21,U-DEC,5.0,5:00,6,1800,0.0,85.0,290.0,0.29,85.0,290.0,0.29,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,60.0,178.0,0.33,62.0,180.0,0.34,0.0,6.0,0.0,0.0,0.0,N/A,8.0,Urijah Faber,1075,1
877,Renan Barao,win,2012-02-04,U-DEC,3.0,5:00,6,1200,0.0,104.0,299.0,0.34,129.0,324.0,0.4,0.0,0.0,N/A,0.0,0.0,N/A,115.0,0.0,73.0,206.0,0.35,82.0,215.0,0.38,0.0,7.0,0.0,0.0,0.0,N/A,11.0,Scott Jorgensen,961,1
878,Renan Barao,win,2011-11-05,SUB,1.0,4:09,5,249,1.0,37.0,98.0,0.37,38.0,99.0,0.38,0.0,1.0,0.0,1.0,1.0,1.0,46.0,0.0,10.0,56.0,0.17,10.0,56.0,0.18,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Brad Pickett,123,1
879,Renan Barao,win,2011-05-28,U-DEC,3.0,5:00,6,1200,0.0,46.0,88.0,0.52,96.0,139.0,0.69,6.0,7.0,0.85,0.0,0.0,N/A,513.0,0.0,29.0,65.0,0.44,48.0,84.0,0.57,0.0,1.0,0.0,0.0,0.0,N/A,12.0,Cole Escovedo,224,1
880,Renan Barao,win,2010-12-16,SUB,1.0,3:47,5,227,0.0,2.0,13.0,0.15,16.0,31.0,0.52,0.0,0.0,N/A,2.0,1.0,0.5,189.0,0.0,2.0,6.0,0.33,7.0,11.0,0.64,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Chris Cariaso,193,1
881,Renan Barao,win,2010-06-20,SUB,3.0,2:29,5,1049,0.0,28.0,71.0,0.39,66.0,110.0,0.6,1.0,1.0,1.0,2.0,1.0,0.5,264.0,0.0,22.0,45.0,0.48,48.0,71.0,0.68,1.0,6.0,0.16,0.0,0.0,N/A,299.0,Anthony Leone,79,1
882,Maycee Barber,win,2024-03-09,U-DEC,3.0,5:00,6,1200,0.0,84.0,150.0,0.56,122.0,189.0,0.65,4.0,4.0,1.0,0.0,0.0,N/A,285.0,0.0,66.0,152.0,0.43,99.0,186.0,0.53,1.0,6.0,0.16,0.0,0.0,N/A,172.0,Katlyn Cerminara,616,1
883,Maycee Barber,win,2023-06-24,KO/TKO,2.0,3:42,2,822,0.0,81.0,124.0,0.65,93.0,139.0,0.67,0.0,1.0,0.0,0.0,0.0,N/A,82.0,0.0,35.0,74.0,0.47,43.0,85.0,0.51,2.0,3.0,0.66,0.0,0.0,N/A,145.0,Amanda Ribas,52,1
884,Maycee Barber,win,2023-03-25,S-DEC,3.0,5:00,4,1200,0.0,48.0,127.0,0.37,66.0,158.0,0.42,2.0,2.0,1.0,0.0,0.0,N/A,45.0,0.0,39.0,103.0,0.37,57.0,125.0,0.46,5.0,5.0,1.0,0.0,0.0,N/A,320.0,Andrea Lee,63,1
885,Maycee Barber,win,2022-07-02,U-DEC,3.0,5:00,6,1200,0.0,63.0,97.0,0.64,83.0,117.0,0.71,0.0,0.0,N/A,0.0,0.0,N/A,112.0,0.0,35.0,62.0,0.56,76.0,106.0,0.72,1.0,4.0,0.25,0.0,0.0,N/A,489.0,Jessica Eye,515,1
886,Maycee Barber,win,2022-04-23,U-DEC,3.0,5:00,6,1200,0.0,50.0,63.0,0.79,80.0,101.0,0.79,1.0,4.0,0.25,0.0,0.0,N/A,420.0,0.0,14.0,28.0,0.5,41.0,57.0,0.72,1.0,2.0,0.5,0.0,0.0,N/A,355.0,Montana De La Rosa,815,1
887,Maycee Barber,win,2021-07-24,S-DEC,3.0,5:00,4,1200,0.0,36.0,111.0,0.32,38.0,117.0,0.32,1.0,6.0,0.16,0.0,0.0,N/A,146.0,0.0,47.0,143.0,0.32,82.0,191.0,0.43,1.0,1.0,1.0,0.0,0.0,N/A,81.0,Miranda Maverick,809,1
888,Maycee Barber,loss,2021-02-13,U-DEC,3.0,5:00,6,1200,0.0,40.0,152.0,0.26,50.0,165.0,0.3,3.0,5.0,0.6,0.0,0.0,N/A,194.0,0.0,38.0,81.0,0.46,95.0,162.0,0.59,0.0,0.0,N/A,1.0,0.0,0,310.0,Alexa Grasso,35,0
889,Maycee Barber,loss,2020-01-18,U-DEC,3.0,5:00,6,1200,0.0,16.0,31.0,0.51,25.0,45.0,0.56,0.0,0.0,N/A,1.0,0.0,0,136.0,1.0,19.0,43.0,0.44,112.0,155.0,0.72,1.0,1.0,1.0,0.0,0.0,N/A,630.0,Roxanne Modafferi,934,0
890,Maycee Barber,win,2019-10-18,KO/TKO,1.0,3:04,2,184,0.0,34.0,68.0,0.5,40.0,74.0,0.54,0.0,0.0,N/A,0.0,0.0,N/A,22.0,0.0,12.0,28.0,0.42,15.0,31.0,0.48,0.0,2.0,0.0,0.0,0.0,N/A,44.0,Gillian Robertson,404,1
891,Maycee Barber,win,2019-03-23,KO/TKO,2.0,3:01,2,781,0.0,55.0,110.0,0.5,59.0,115.0,0.51,0.0,0.0,N/A,0.0,0.0,N/A,2.0,0.0,25.0,85.0,0.29,28.0,88.0,0.32,0.0,0.0,N/A,0.0,0.0,N/A,39.0,JJ Aldrich,458,1
892,Maycee Barber,win,2018-11-10,KO/TKO,2.0,2:01,2,721,0.0,68.0,97.0,0.7,78.0,107.0,0.73,1.0,5.0,0.2,0.0,0.0,N/A,213.0,0.0,41.0,69.0,0.59,60.0,88.0,0.68,0.0,0.0,N/A,0.0,0.0,N/A,28.0,Hannah Cifers,418,1
893,Maycee Barber,win,2018-07-17,KO/TKO,3.0,4:15,2,1155,0.0,112.0,163.0,0.68,118.0,169.0,0.7,2.0,5.0,0.4,0.0,0.0,N/A,N/A,0.0,52.0,69.0,0.75,62.0,80.0,0.78,0.0,2.0,0.0,0.0,0.0,N/A,N/A,Jamie Colleen,483,1
894,Bryan Barberena,loss,2024-03-16,SUB,2.0,4:23,5,863,0.0,12.0,37.0,0.32,25.0,50.0,0.5,0.0,0.0,N/A,0.0,0.0,N/A,3.0,0.0,11.0,17.0,0.64,30.0,36.0,0.83,3.0,7.0,0.42,2.0,1.0,0.5,303.0,Gerald Meerschaert,396,0
895,Bryan Barberena,loss,2023-07-22,U-DEC,3.0,5:00,6,1200,0.0,28.0,81.0,0.34,81.0,138.0,0.59,0.0,1.0,0.0,0.0,0.0,N/A,2.0,2.0,54.0,97.0,0.55,68.0,114.0,0.6,13.0,16.0,0.81,0.0,0.0,N/A,310.0,Makhmud Muradov,707,0
896,Bryan Barberena,loss,2023-03-18,SUB,1.0,4:51,5,291,0.0,7.0,12.0,0.58,18.0,23.0,0.78,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,10.0,11.0,0.9,20.0,21.0,0.95,1.0,2.0,0.5,1.0,1.0,1.0,193.0,Gunnar Nelson,412,0
897,Bryan Barberena,loss,2022-12-03,SUB,2.0,3:20,5,800,0.0,14.0,29.0,0.48,61.0,79.0,0.77,0.0,0.0,N/A,0.0,0.0,N/A,35.0,0.0,20.0,25.0,0.8,36.0,41.0,0.88,4.0,6.0,0.66,2.0,1.0,0.5,396.0,Rafael Dos Anjos,882,0
898,Bryan Barberena,win,2022-07-02,KO/TKO,2.0,4:47,2,887,0.0,147.0,316.0,0.46,148.0,317.0,0.47,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,81.0,141.0,0.57,81.0,141.0,0.57,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Robbie Lawler,918,1
899,Bryan Barberena,win,2022-03-26,S-DEC,3.0,5:00,4,1200,0.0,111.0,211.0,0.52,186.0,289.0,0.64,0.0,0.0,N/A,0.0,0.0,N/A,57.0,0.0,81.0,129.0,0.62,95.0,145.0,0.66,5.0,7.0,0.71,0.0,0.0,N/A,301.0,Matt Brown,755,1
900,Bryan Barberena,win,2021-12-04,U-DEC,3.0,5:00,6,1200,0.0,108.0,217.0,0.49,134.0,243.0,0.55,0.0,0.0,N/A,0.0,0.0,N/A,21.0,0.0,118.0,209.0,0.56,125.0,217.0,0.58,4.0,8.0,0.5,0.0,0.0,N/A,198.0,Darian Weeks,278,1
901,Bryan Barberena,loss,2021-07-31,M-DEC,3.0,5:00,3,1200,0.0,50.0,113.0,0.44,114.0,178.0,0.64,0.0,1.0,0.0,0.0,0.0,N/A,47.0,1.0,35.0,83.0,0.42,56.0,105.0,0.53,8.0,18.0,0.44,1.0,0.0,0,338.0,Jason Witt,499,0
902,Bryan Barberena,win,2020-09-12,U-DEC,3.0,5:00,6,1200,0.0,63.0,126.0,0.5,175.0,250.0,0.7,0.0,1.0,0.0,2.0,0.0,0,117.0,0.0,36.0,84.0,0.42,54.0,105.0,0.51,5.0,24.0,0.2,0.0,0.0,N/A,350.0,Anthony Ivy,77,1
903,Bryan Barberena,loss,2019-06-22,KO/TKO,3.0,2:54,2,1074,0.0,47.0,101.0,0.46,122.0,178.0,0.69,0.0,0.0,N/A,0.0,0.0,N/A,59.0,1.0,89.0,152.0,0.58,91.0,154.0,0.59,0.0,0.0,N/A,0.0,0.0,N/A,158.0,Randy Brown,889,0
904,Bryan Barberena,loss,2019-02-17,KO/TKO,3.0,4:54,2,1194,1.0,169.0,355.0,0.47,195.0,382.0,0.51,0.0,1.0,0.0,0.0,0.0,N/A,31.0,1.0,163.0,241.0,0.67,164.0,242.0,0.68,0.0,0.0,N/A,2.0,0.0,0,41.0,Vicente Luque,1083,0
905,Bryan Barberena,win,2018-08-25,KO/TKO,1.0,2:26,2,146,2.0,19.0,35.0,0.54,31.0,47.0,0.66,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,12.0,14.0,0.85,12.0,14.0,0.86,0.0,0.0,N/A,0.0,0.0,N/A,21.0,Jake Ellenberger,468,1
906,Bryan Barberena,loss,2017-09-02,U-DEC,3.0,5:00,6,1200,1.0,44.0,87.0,0.5,115.0,163.0,0.71,0.0,0.0,N/A,1.0,0.0,0,85.0,0.0,23.0,51.0,0.45,58.0,87.0,0.67,3.0,6.0,0.5,3.0,0.0,0,488.0,Leon Edwards,670,0
907,Bryan Barberena,win,2017-04-22,KO/TKO,1.0,3:30,2,210,1.0,28.0,45.0,0.62,28.0,45.0,0.62,0.0,0.0,N/A,0.0,0.0,N/A,6.0,0.0,8.0,23.0,0.34,8.0,23.0,0.35,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Joe Proctor,537,1
908,Bryan Barberena,loss,2016-12-17,U-DEC,3.0,5:00,6,1200,0.0,41.0,111.0,0.36,100.0,172.0,0.58,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,76.0,141.0,0.53,96.0,167.0,0.57,12.0,17.0,0.7,0.0,0.0,N/A,547.0,Colby Covington,223,0
909,Bryan Barberena,win,2016-05-14,U-DEC,3.0,5:00,6,1200,0.0,120.0,231.0,0.51,164.0,281.0,0.58,0.0,1.0,0.0,0.0,0.0,N/A,206.0,0.0,79.0,136.0,0.58,82.0,139.0,0.59,0.0,2.0,0.0,1.0,0.0,0,115.0,Warlley Alves,1100,1
910,Bryan Barberena,win,2016-01-30,SUB,2.0,3:06,5,786,0.0,26.0,48.0,0.54,67.0,94.0,0.71,1.0,1.0,1.0,1.0,1.0,1.0,195.0,0.0,18.0,45.0,0.4,27.0,56.0,0.48,1.0,5.0,0.2,0.0,0.0,N/A,84.0,Sage Northcutt,945,1
911,Bryan Barberena,loss,2015-04-25,U-DEC,3.0,5:00,6,1200,0.0,94.0,202.0,0.46,99.0,207.0,0.48,1.0,3.0,0.33,0.0,0.0,N/A,34.0,0.0,84.0,172.0,0.48,84.0,172.0,0.49,0.0,1.0,0.0,0.0,0.0,N/A,10.0,Chad Laprise,173,0
912,Bryan Barberena,win,2014-12-13,KO/TKO,3.0,3:24,2,1104,1.0,63.0,122.0,0.51,106.0,172.0,0.62,0.0,0.0,N/A,0.0,0.0,N/A,144.0,0.0,24.0,60.0,0.4,35.0,71.0,0.49,3.0,5.0,0.6,0.0,0.0,N/A,138.0,Joe Ellenberger,536,1
913,Edson Barboza,loss,2024-05-18,U-DEC,5.0,5:00,6,1800,0.0,79.0,242.0,0.32,79.0,242.0,0.33,0.0,0.0,N/A,0.0,0.0,N/A,17.0,0.0,220.0,364.0,0.6,259.0,410.0,0.63,4.0,6.0,0.66,0.0,0.0,N/A,319.0,Lerone Murphy,672,0
914,Edson Barboza,win,2023-10-14,U-DEC,5.0,5:00,6,1800,1.0,164.0,324.0,0.5,178.0,347.0,0.51,3.0,4.0,0.75,0.0,0.0,N/A,184.0,1.0,178.0,351.0,0.5,206.0,397.0,0.52,1.0,2.0,0.5,0.0,0.0,N/A,236.0,Sodiq Yusuff,992,1
915,Edson Barboza,win,2023-04-15,KO/TKO,1.0,2:37,2,157,1.0,21.0,33.0,0.63,21.0,33.0,0.64,0.0,0.0,N/A,0.0,0.0,N/A,2.0,0.0,19.0,42.0,0.45,20.0,43.0,0.47,0.0,2.0,0.0,0.0,0.0,N/A,39.0,Billy Quarantillo,116,1
916,Edson Barboza,loss,2022-03-05,U-DEC,3.0,5:00,6,1200,0.0,16.0,37.0,0.43,23.0,46.0,0.5,0.0,0.0,N/A,0.0,0.0,N/A,2.0,1.0,34.0,47.0,0.72,182.0,209.0,0.87,4.0,4.0,1.0,0.0,0.0,N/A,688.0,Bryce Mitchell,149,0
917,Edson Barboza,loss,2021-08-28,KO/TKO,3.0,1:44,2,1004,0.0,33.0,95.0,0.34,33.0,95.0,0.35,0.0,0.0,N/A,0.0,0.0,N/A,0.0,2.0,60.0,117.0,0.51,70.0,128.0,0.55,0.0,0.0,N/A,2.0,0.0,0,41.0,Giga Chikadze,399,0
918,Edson Barboza,win,2021-05-15,KO/TKO,3.0,1:16,2,976,1.0,98.0,191.0,0.51,98.0,191.0,0.51,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,80.0,180.0,0.44,80.0,180.0,0.44,0.0,0.0,N/A,0.0,0.0,N/A,3.0,Shane Burgos,978,1
919,Edson Barboza,win,2020-10-10,U-DEC,3.0,5:00,6,1200,2.0,32.0,74.0,0.43,34.0,77.0,0.44,0.0,0.0,N/A,1.0,0.0,0,98.0,0.0,11.0,39.0,0.28,25.0,59.0,0.42,3.0,6.0,0.5,0.0,0.0,N/A,193.0,Makwan Amirkhani,709,1
920,Edson Barboza,loss,2020-05-16,S-DEC,3.0,5:00,4,1200,1.0,80.0,144.0,0.55,87.0,152.0,0.57,0.0,0.0,N/A,0.0,0.0,N/A,115.0,0.0,79.0,164.0,0.48,100.0,189.0,0.53,1.0,4.0,0.25,0.0,0.0,N/A,126.0,Dan Ige,257,0
921,Edson Barboza,loss,2019-09-07,S-DEC,3.0,5:00,4,1200,0.0,60.0,114.0,0.52,77.0,133.0,0.58,1.0,3.0,0.33,0.0,0.0,N/A,109.0,0.0,56.0,154.0,0.36,75.0,174.0,0.43,0.0,2.0,0.0,0.0,0.0,N/A,123.0,Paul Felder,864,0
922,Edson Barboza,loss,2019-03-30,KO/TKO,1.0,2:30,2,150,0.0,13.0,32.0,0.4,13.0,32.0,0.41,0.0,0.0,N/A,0.0,0.0,N/A,0.0,1.0,20.0,35.0,0.57,22.0,37.0,0.59,0.0,0.0,N/A,0.0,0.0,N/A,44.0,Justin Gaethje,593,0
923,Edson Barboza,win,2018-12-15,KO/TKO,3.0,2:19,2,1039,1.0,126.0,226.0,0.55,127.0,227.0,0.56,0.0,1.0,0.0,0.0,0.0,N/A,103.0,0.0,81.0,204.0,0.39,111.0,234.0,0.47,0.0,1.0,0.0,0.0,0.0,N/A,5.0,Dan Hooker,256,1
924,Edson Barboza,loss,2018-04-21,KO/TKO,5.0,2:18,2,1638,0.0,51.0,106.0,0.48,64.0,119.0,0.54,0.0,1.0,0.0,0.0,0.0,N/A,10.0,0.0,142.0,241.0,0.58,233.0,344.0,0.68,4.0,9.0,0.44,0.0,0.0,N/A,901.0,Kevin Lee,639,0
925,Edson Barboza,loss,2017-12-30,U-DEC,3.0,5:00,6,1200,0.0,25.0,76.0,0.32,25.0,77.0,0.32,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,89.0,177.0,0.5,154.0,246.0,0.63,4.0,13.0,0.3,0.0,0.0,N/A,632.0,Khabib Nurmagomedov,640,0
926,Edson Barboza,win,2017-03-11,KO/TKO,2.0,3:35,2,815,1.0,30.0,82.0,0.36,31.0,83.0,0.37,0.0,0.0,N/A,0.0,0.0,N/A,3.0,0.0,51.0,121.0,0.42,51.0,121.0,0.42,0.0,2.0,0.0,0.0,0.0,N/A,0.0,Beneil Dariush,109,1
927,Edson Barboza,win,2016-07-23,U-DEC,3.0,5:00,6,1200,0.0,56.0,136.0,0.41,63.0,144.0,0.44,1.0,1.0,1.0,0.0,0.0,N/A,38.0,0.0,39.0,129.0,0.3,42.0,135.0,0.31,0.0,5.0,0.0,0.0,0.0,N/A,4.0,Gilbert Melendez,401,1
928,Edson Barboza,win,2016-04-23,U-DEC,3.0,5:00,6,1200,0.0,73.0,164.0,0.44,73.0,164.0,0.45,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,48.0,131.0,0.36,48.0,131.0,0.37,0.0,3.0,0.0,0.0,0.0,N/A,0.0,Anthony Pettis,83,1
929,Edson Barboza,loss,2015-12-11,SUB,2.0,2:54,5,774,0.0,41.0,85.0,0.48,45.0,91.0,0.49,2.0,3.0,0.66,0.0,0.0,N/A,117.0,0.0,61.0,116.0,0.52,69.0,127.0,0.54,0.0,2.0,0.0,1.0,1.0,1.0,21.0,Tony Ferguson,1060,0
930,Edson Barboza,win,2015-07-25,U-DEC,3.0,5:00,6,1200,0.0,64.0,135.0,0.47,64.0,135.0,0.47,0.0,1.0,0.0,0.0,0.0,N/A,0.0,0.0,47.0,150.0,0.31,50.0,153.0,0.33,0.0,1.0,0.0,0.0,0.0,N/A,18.0,Paul Felder,864,1
931,Edson Barboza,loss,2015-02-22,U-DEC,3.0,5:00,6,1200,0.0,31.0,98.0,0.31,31.0,98.0,0.32,0.0,2.0,0.0,0.0,0.0,N/A,0.0,0.0,38.0,187.0,0.2,43.0,192.0,0.22,1.0,1.0,1.0,0.0,0.0,N/A,61.0,Michael Johnson,782,0
932,Edson Barboza,win,2014-11-22,U-DEC,3.0,5:00,6,1200,0.0,54.0,133.0,0.4,54.0,133.0,0.41,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,50.0,123.0,0.4,50.0,123.0,0.41,0.0,2.0,0.0,0.0,0.0,N/A,2.0,Bobby Green,118,1
933,Edson Barboza,win,2014-07-16,KO/TKO,1.0,3:06,2,186,1.0,10.0,17.0,0.58,10.0,17.0,0.59,0.0,0.0,N/A,0.0,0.0,N/A,3.0,0.0,10.0,27.0,0.37,10.0,27.0,0.37,0.0,1.0,0.0,0.0,0.0,N/A,2.0,Evan Dunham,361,1
934,Edson Barboza,loss,2014-04-19,SUB,1.0,3:15,5,195,0.0,28.0,54.0,0.51,28.0,54.0,0.52,0.0,0.0,N/A,0.0,0.0,N/A,0.0,1.0,11.0,20.0,0.55,11.0,20.0,0.55,0.0,1.0,0.0,2.0,1.0,0.5,21.0,Donald Cerrone,321,0
935,Edson Barboza,win,2013-12-14,M-DEC,3.0,5:00,3,1200,1.0,43.0,123.0,0.34,43.0,125.0,0.34,0.0,1.0,0.0,1.0,0.0,0,53.0,0.0,55.0,125.0,0.44,67.0,140.0,0.48,1.0,10.0,0.1,1.0,0.0,0,184.0,Danny Castillo,274,1
936,Edson Barboza,win,2013-07-06,KO/TKO,2.0,1:44,2,704,1.0,49.0,89.0,0.55,49.0,89.0,0.55,0.0,0.0,N/A,0.0,0.0,N/A,13.0,0.0,19.0,42.0,0.45,19.0,42.0,0.45,0.0,5.0,0.0,0.0,0.0,N/A,2.0,Rafaello Oliveira,884,1
937,Edson Barboza,win,2013-01-19,KO/TKO,1.0,2:38,2,158,1.0,26.0,45.0,0.57,29.0,49.0,0.59,0.0,0.0,N/A,0.0,0.0,N/A,10.0,0.0,12.0,31.0,0.38,12.0,31.0,0.39,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Lucas Martins,687,1
938,Edson Barboza,loss,2012-05-26,KO/TKO,1.0,3:23,2,203,0.0,11.0,17.0,0.64,11.0,17.0,0.65,0.0,0.0,N/A,0.0,0.0,N/A,0.0,1.0,20.0,35.0,0.57,33.0,57.0,0.58,2.0,2.0,1.0,0.0,0.0,N/A,71.0,Jamie Varner,485,0
939,Edson Barboza,win,2012-01-14,KO/TKO,3.0,2:02,2,1022,1.0,47.0,129.0,0.36,47.0,129.0,0.36,0.0,0.0,N/A,0.0,0.0,N/A,1.0,0.0,26.0,105.0,0.24,26.0,105.0,0.25,2.0,6.0,0.33,0.0,0.0,N/A,16.0,Terry Etim,1025,1
940,Edson Barboza,win,2011-08-27,S-DEC,3.0,5:00,4,1200,1.0,55.0,190.0,0.28,55.0,190.0,0.29,0.0,1.0,0.0,0.0,0.0,N/A,1.0,0.0,60.0,186.0,0.32,62.0,188.0,0.33,0.0,6.0,0.0,0.0,0.0,N/A,39.0,Ross Pearson,931,1
941,Edson Barboza,win,2011-03-19,U-DEC,3.0,5:00,6,1200,0.0,46.0,151.0,0.3,48.0,153.0,0.31,2.0,2.0,1.0,0.0,0.0,N/A,45.0,0.0,72.0,188.0,0.38,78.0,194.0,0.4,1.0,1.0,1.0,0.0,0.0,N/A,28.0,Anthony Njokuani,81,1
942,Edson Barboza,win,2010-11-20,KO/TKO,3.0,0:26,2,926,2.0,43.0,69.0,0.62,44.0,70.0,0.63,2.0,2.0,1.0,0.0,0.0,N/A,312.0,0.0,12.0,45.0,0.26,68.0,104.0,0.65,0.0,5.0,0.0,1.0,0.0,0,10.0,Mike Lullo,801,1
943,Raoni Barcelos,win,2024-02-24,SUB,3.0,2:04,5,1024,0.0,43.0,74.0,0.58,48.0,81.0,0.59,2.0,12.0,0.16,2.0,1.0,0.5,62.0,0.0,29.0,82.0,0.35,43.0,99.0,0.43,2.0,7.0,0.28,0.0,0.0,N/A,193.0,Cristian Quinonez,237,1
944,Raoni Barcelos,loss,2023-08-05,U-DEC,3.0,5:00,6,1200,0.0,46.0,116.0,0.39,52.0,124.0,0.42,3.0,11.0,0.27,0.0,0.0,N/A,102.0,1.0,72.0,187.0,0.38,80.0,196.0,0.41,1.0,4.0,0.25,0.0,0.0,N/A,47.0,Kyler Phillips,658,0
945,Raoni Barcelos,loss,2023-01-14,KO/TKO,1.0,4:40,2,280,0.0,13.0,24.0,0.54,14.0,25.0,0.56,0.0,1.0,0.0,0.0,0.0,N/A,0.0,1.0,36.0,51.0,0.7,36.0,51.0,0.71,0.0,0.0,N/A,0.0,0.0,N/A,2.0,Umar Nurmagomedov,1073,0
946,Raoni Barcelos,win,2022-10-01,U-DEC,3.0,5:00,6,1200,1.0,73.0,119.0,0.61,119.0,171.0,0.7,2.0,5.0,0.4,0.0,0.0,N/A,427.0,0.0,11.0,57.0,0.19,15.0,61.0,0.25,0.0,2.0,0.0,0.0,0.0,N/A,0.0,Trevin Jones,1067,1
947,Raoni Barcelos,loss,2022-01-22,U-DEC,3.0,5:00,6,1200,0.0,134.0,277.0,0.48,134.0,277.0,0.48,1.0,7.0,0.14,0.0,0.0,N/A,15.0,0.0,181.0,352.0,0.51,222.0,397.0,0.56,0.0,1.0,0.0,0.0,0.0,N/A,97.0,Victor Henry,1084,0
948,Raoni Barcelos,loss,2021-06-26,M-DEC,3.0,5:00,3,1200,2.0,69.0,131.0,0.52,81.0,144.0,0.56,0.0,0.0,N/A,0.0,0.0,N/A,83.0,0.0,77.0,190.0,0.4,77.0,190.0,0.41,0.0,6.0,0.0,0.0,0.0,N/A,42.0,Timur Valiev,1047,0
949,Raoni Barcelos,win,2020-11-07,U-DEC,3.0,5:00,6,1200,0.0,120.0,207.0,0.57,129.0,219.0,0.59,2.0,4.0,0.5,1.0,0.0,0,195.0,0.0,49.0,202.0,0.24,68.0,222.0,0.31,0.0,1.0,0.0,0.0,0.0,N/A,87.0,Khalid Taha,641,1
950,Raoni Barcelos,win,2019-12-21,U-DEC,3.0,5:00,6,1200,0.0,42.0,100.0,0.42,52.0,112.0,0.46,2.0,5.0,0.4,0.0,0.0,N/A,159.0,0.0,55.0,172.0,0.31,77.0,200.0,0.39,0.0,2.0,0.0,0.0,0.0,N/A,14.0,Said Nurmagomedov,946,1
951,Raoni Barcelos,win,2019-05-11,KO/TKO,2.0,4:49,2,889,1.0,59.0,123.0,0.47,70.0,137.0,0.51,0.0,1.0,0.0,1.0,0.0,0,203.0,0.0,20.0,127.0,0.15,20.0,127.0,0.16,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Carlos Huachin,163,1
952,Raoni Barcelos,win,2018-11-30,SUB,2.0,4:12,5,852,0.0,35.0,63.0,0.55,83.0,118.0,0.7,2.0,2.0,1.0,1.0,1.0,1.0,323.0,0.0,26.0,52.0,0.5,32.0,60.0,0.53,0.0,1.0,0.0,0.0,0.0,N/A,0.0,Chris Gutierrez,200,1
953,Raoni Barcelos,win,2018-07-14,KO/TKO,3.0,1:29,2,989,1.0,82.0,146.0,0.56,95.0,160.0,0.59,3.0,4.0,0.75,0.0,0.0,N/A,155.0,0.0,102.0,226.0,0.45,130.0,256.0,0.51,1.0,3.0,0.33,0.0,0.0,N/A,38.0,Kurt Holobaugh,651,1
